Postcode_District,Year,Measure,Value
E10,1999,Median,69020
E11,1999,Median,87523
E12,1999,Median,71706
E13,1999,Median,63482
E14,1999,Median,152277
E15,1999,Median,71484
E16,1999,Median,82830
E17,1999,Median,76027
E18,1999,Median,111682
E1W,1999,Median,208493
E2,1999,Median,102451
E3,1999,Median,108029
E4,1999,Median,102309
E5,1999,Median,94550
E6,1999,Median,69637
E7,1999,Median,71100
E8,1999,Median,107771
E9,1999,Median,101660
EC1A,1999,Median,208507
EC1M,1999,Median,220824
EC1N,1999,Median,187461
EC1R,1999,Median,214048
EC1V,1999,Median,201650
EC1Y,1999,Median,181448
EC2A,1999,Median,198371
EC2Y,1999,Median,171649
EC3N,1999,Median,240379
EC3R,1999,Median,243608
EC4A,1999,Median,183547
EC4M,1999,Median,207684
EC4V,1999,Median,193833
EC4Y,1999,Median,286808
EN1,1999,Median,93965
EN2,1999,Median,113538
EN3,1999,Median,77829
EN4,1999,Median,135499
EN5,1999,Median,127598
EN8,1999,Median,86529
HA0,1999,Median,95006
HA1,1999,Median,119951
HA2,1999,Median,112406
HA3,1999,Median,114598
HA4,1999,Median,125604
HA5,1999,Median,150916
HA6,1999,Median,165670
HA7,1999,Median,159768
HA8,1999,Median,121643
HA9,1999,Median,106760
IG1,1999,Median,80829
IG11,1999,Median,68995
IG2,1999,Median,99519
IG3,1999,Median,88809
IG4,1999,Median,122869
IG5,1999,Median,114442
IG6,1999,Median,98388
IG7,1999,Median,130200
IG8,1999,Median,127078
IG9,1999,Median,131425
KT1,1999,Median,131130
KT2,1999,Median,162709
KT3,1999,Median,138097
KT4,1999,Median,118870
KT5,1999,Median,130043
KT6,1999,Median,138575
KT8,1999,Median,140465
KT9,1999,Median,111971
N1,1999,Median,178006
N10,1999,Median,154951
N11,1999,Median,125671
N12,1999,Median,136070
N13,1999,Median,113903
N14,1999,Median,139841
N15,1999,Median,83456
N16,1999,Median,118586
N17,1999,Median,74701
N18,1999,Median,73132
N19,1999,Median,148063
N1C,1999,Median,N/A
N2,1999,Median,160167
N20,1999,Median,160228
N21,1999,Median,146630
N22,1999,Median,104378
N3,1999,Median,157083
N4,1999,Median,119364
N5,1999,Median,176654
N6,1999,Median,208208
N7,1999,Median,143720
N8,1999,Median,142424
N9,1999,Median,73704
NW1,1999,Median,198519
NW10,1999,Median,99907
NW11,1999,Median,212214
NW2,1999,Median,129360
NW3,1999,Median,257350
NW4,1999,Median,136418
NW5,1999,Median,175130
NW6,1999,Median,164224
NW7,1999,Median,149456
NW8,1999,Median,223560
NW9,1999,Median,99091
RM1,1999,Median,97018
RM10,1999,Median,59305
RM11,1999,Median,121361
RM12,1999,Median,93168
RM13,1999,Median,78235
RM14,1999,Median,134483
RM2,1999,Median,120169
RM3,1999,Median,74832
RM4,1999,Median,169800
RM5,1999,Median,84916
RM6,1999,Median,74924
RM7,1999,Median,81104
RM8,1999,Median,63427
RM9,1999,Median,60301
SE1,1999,Median,165759
SE10,1999,Median,163544
SE11,1999,Median,147418
SE12,1999,Median,90511
SE13,1999,Median,88824
SE14,1999,Median,75214
SE15,1999,Median,87519
SE16,1999,Median,127004
SE17,1999,Median,99350
SE18,1999,Median,72467
SE19,1999,Median,83297
SE2,1999,Median,66882
SE20,1999,Median,70576
SE21,1999,Median,153621
SE22,1999,Median,110347
SE23,1999,Median,86468
SE24,1999,Median,135713
SE25,1999,Median,71089
SE26,1999,Median,86916
SE27,1999,Median,92490
SE28,1999,Median,75000
SE3,1999,Median,137263
SE4,1999,Median,88967
SE5,1999,Median,100875
SE6,1999,Median,84083
SE7,1999,Median,91346
SE8,1999,Median,83079
SE9,1999,Median,96225
SM1,1999,Median,95563
SM2,1999,Median,105469
SM3,1999,Median,112972
SM4,1999,Median,100006
SM5,1999,Median,102299
SM6,1999,Median,96961
SM7,1999,Median,157801
SW10,1999,Median,276807
SW11,1999,Median,182620
SW12,1999,Median,173978
SW13,1999,Median,312569
SW14,1999,Median,213898
SW15,1999,Median,167190
SW16,1999,Median,97412
SW17,1999,Median,122393
SW18,1999,Median,171471
SW19,1999,Median,164710
SW1A,1999,Median,367773
SW1E,1999,Median,212562
SW1H,1999,Median,328313
SW1P,1999,Median,251135
SW1V,1999,Median,203331
SW1W,1999,Median,350483
SW1X,1999,Median,454650
SW1Y,1999,Median,298256
SW2,1999,Median,110820
SW20,1999,Median,158172
SW3,1999,Median,360973
SW4,1999,Median,171913
SW5,1999,Median,247852
SW6,1999,Median,235025
SW7,1999,Median,324222
SW8,1999,Median,135545
SW9,1999,Median,125168
TN14,1999,Median,146882
TN16,1999,Median,128796
TW1,1999,Median,189833
TW10,1999,Median,229813
TW11,1999,Median,191235
TW12,1999,Median,153643
TW13,1999,Median,86420
TW14,1999,Median,85860
TW2,1999,Median,150222
TW3,1999,Median,105303
TW4,1999,Median,94934
TW5,1999,Median,108391
TW7,1999,Median,126857
TW8,1999,Median,123004
TW9,1999,Median,215987
UB1,1999,Median,88547
UB10,1999,Median,130408
UB2,1999,Median,91348
UB3,1999,Median,83229
UB4,1999,Median,92453
UB5,1999,Median,86274
UB6,1999,Median,104813
UB7,1999,Median,84775
UB8,1999,Median,99184
UB9,1999,Median,128532
W10,1999,Median,167495
W11,1999,Median,288958
W12,1999,Median,156541
W13,1999,Median,158792
W14,1999,Median,193916
W1B,1999,Median,276556
W1D,1999,Median,292191
W1F,1999,Median,230675
W1G,1999,Median,273523
W1H,1999,Median,266322
W1J,1999,Median,341275
W1K,1999,Median,432733
W1S,1999,Median,478010
W1T,1999,Median,202281
W1U,1999,Median,260698
W1W,1999,Median,167795
W2,1999,Median,213226
W3,1999,Median,145525
W4,1999,Median,216061
W5,1999,Median,175232
W6,1999,Median,192481
W7,1999,Median,126394
W8,1999,Median,408954
W9,1999,Median,186274
WC1A,1999,Median,265046
WC1B,1999,Median,279954
WC1E,1999,Median,188779
WC1H,1999,Median,102426
WC1N,1999,Median,177200
WC1R,1999,Median,185748
WC1X,1999,Median,163784
WC2B,1999,Median,242365
WC2E,1999,Median,322619
WC2H,1999,Median,214160
WC2N,1999,Median,331300
WC2R,1999,Median,380530
BR1,2000,Median,135055
BR2,2000,Median,152412
BR3,2000,Median,148502
BR4,2000,Median,168606
BR5,2000,Median,122599
BR6,2000,Median,164851
BR7,2000,Median,194831
CR0,2000,Median,102666
CR2,2000,Median,130262
CR3,2000,Median,143460
CR4,2000,Median,99760
CR5,2000,Median,173519
CR7,2000,Median,99692
CR8,2000,Median,166008
DA1,2000,Median,81361
DA14,2000,Median,116106
DA15,2000,Median,122085
DA16,2000,Median,110048
DA17,2000,Median,78661
DA18,2000,Median,59833
DA5,2000,Median,143207
DA6,2000,Median,117337
DA7,2000,Median,113260
DA8,2000,Median,76660
E1,2000,Median,154346
E10,2000,Median,84438
E11,2000,Median,110010
E12,2000,Median,88359
E13,2000,Median,81443
E14,2000,Median,184785
E15,2000,Median,92742
E16,2000,Median,113688
E17,2000,Median,94851
E18,2000,Median,126953
E1W,2000,Median,231371
E2,2000,Median,119461
E3,2000,Median,124742
E4,2000,Median,118801
E5,2000,Median,120784
E6,2000,Median,88114
E7,2000,Median,88200
E8,2000,Median,129658
E9,2000,Median,118150
EC1A,2000,Median,191861
EC1M,2000,Median,261548
EC1N,2000,Median,251336
EC1R,2000,Median,266742
EC1V,2000,Median,242120
EC1Y,2000,Median,196284
EC2A,2000,Median,283910
EC2Y,2000,Median,227457
EC3N,2000,Median,338104
EC3R,2000,Median,207455
EC4A,2000,Median,184702
EC4M,2000,Median,226903
EC4V,2000,Median,226710
EC4Y,2000,Median,195000
EN1,2000,Median,114492
EN2,2000,Median,135330
EN3,2000,Median,95449
EN4,2000,Median,152974
EN5,2000,Median,159961
EN8,2000,Median,98499
HA0,2000,Median,111575
HA1,2000,Median,140847
HA2,2000,Median,131478
HA3,2000,Median,131414
HA4,2000,Median,150149
HA5,2000,Median,195082
HA6,2000,Median,201450
HA7,2000,Median,177559
HA8,2000,Median,145511
HA9,2000,Median,132700
IG1,2000,Median,98974
IG11,2000,Median,85127
IG2,2000,Median,112214
IG3,2000,Median,101237
IG4,2000,Median,129060
IG5,2000,Median,135911
IG6,2000,Median,114416
IG7,2000,Median,154310
IG8,2000,Median,164950
IG9,2000,Median,154219
KT1,2000,Median,173014
KT2,2000,Median,205593
KT3,2000,Median,158349
KT4,2000,Median,149183
KT5,2000,Median,152341
KT6,2000,Median,173989
KT8,2000,Median,170169
KT9,2000,Median,132148
N1,2000,Median,217527
N10,2000,Median,188375
N11,2000,Median,152328
N12,2000,Median,165622
N13,2000,Median,132425
N14,2000,Median,174325
N15,2000,Median,103469
N16,2000,Median,143336
N17,2000,Median,91640
N18,2000,Median,86882
N19,2000,Median,172897
N1C,2000,Median,N/A
N2,2000,Median,186217
N20,2000,Median,200712
N21,2000,Median,182621
N22,2000,Median,123956
N3,2000,Median,180272
N4,2000,Median,147034
N5,2000,Median,215098
N6,2000,Median,250041
N7,2000,Median,170572
N8,2000,Median,170838
N9,2000,Median,86156
NW1,2000,Median,249980
NW10,2000,Median,128893
NW11,2000,Median,244068
NW2,2000,Median,160580
NW3,2000,Median,314419
NW4,2000,Median,168728
NW5,2000,Median,201203
NW6,2000,Median,203689
NW7,2000,Median,176096
NW8,2000,Median,282553
NW9,2000,Median,116075
RM1,2000,Median,104935
RM10,2000,Median,69756
RM11,2000,Median,138231
RM12,2000,Median,108288
RM13,2000,Median,94364
RM14,2000,Median,150164
RM2,2000,Median,137276
RM3,2000,Median,92241
RM4,2000,Median,162501
RM5,2000,Median,102492
RM6,2000,Median,89188
RM7,2000,Median,97184
RM8,2000,Median,74496
RM9,2000,Median,75080
SE1,2000,Median,208825
SE10,2000,Median,176164
SE11,2000,Median,168276
SE12,2000,Median,110467
SE13,2000,Median,111884
SE14,2000,Median,89477
SE15,2000,Median,113515
SE16,2000,Median,148095
SE17,2000,Median,125760
SE18,2000,Median,86982
SE19,2000,Median,96253
SE2,2000,Median,80793
SE20,2000,Median,83956
SE21,2000,Median,197633
SE22,2000,Median,141386
SE23,2000,Median,109028
SE24,2000,Median,165632
SE25,2000,Median,85628
SE26,2000,Median,104202
SE27,2000,Median,113272
SE28,2000,Median,83046
SE3,2000,Median,169324
SE4,2000,Median,109530
SE5,2000,Median,125305
SE6,2000,Median,99769
SE7,2000,Median,107633
SE8,2000,Median,103030
SE9,2000,Median,113240
SM1,2000,Median,116177
SM2,2000,Median,125707
SM3,2000,Median,141340
SM4,2000,Median,124980
SM5,2000,Median,127230
SM6,2000,Median,117800
SM7,2000,Median,186069
SW10,2000,Median,336245
SW11,2000,Median,227494
SW12,2000,Median,213408
SW13,2000,Median,360562
SW14,2000,Median,284261
SW15,2000,Median,191173
SW16,2000,Median,122393
SW17,2000,Median,158928
SW18,2000,Median,201802
SW19,2000,Median,191719
SW1A,2000,Median,389908
SW1E,2000,Median,180812
SW1H,2000,Median,313822
SW1P,2000,Median,284820
SW1V,2000,Median,252920
SW1W,2000,Median,467663
SW1X,2000,Median,557487
SW1Y,2000,Median,611978
SW2,2000,Median,140118
SW20,2000,Median,185131
SW3,2000,Median,418171
SW4,2000,Median,208089
SW5,2000,Median,308057
SW6,2000,Median,272547
SW7,2000,Median,431453
SW8,2000,Median,186294
SW9,2000,Median,169708
TN14,2000,Median,180978
TN16,2000,Median,156612
TW1,2000,Median,229024
TW10,2000,Median,274730
TW11,2000,Median,228328
TW12,2000,Median,176973
TW13,2000,Median,104790
TW14,2000,Median,102049
TW2,2000,Median,183633
TW3,2000,Median,125334
TW4,2000,Median,110844
TW5,2000,Median,121974
TW7,2000,Median,147889
TW8,2000,Median,162586
TW9,2000,Median,254451
UB1,2000,Median,101499
UB10,2000,Median,153517
UB2,2000,Median,105506
UB3,2000,Median,102102
UB4,2000,Median,102198
UB5,2000,Median,97368
UB6,2000,Median,123202
UB7,2000,Median,102344
UB8,2000,Median,116038
UB9,2000,Median,158630
W10,2000,Median,199299
W11,2000,Median,332402
W12,2000,Median,193502
W13,2000,Median,191074
W14,2000,Median,234239
W1B,2000,Median,428744
W1D,2000,Median,262886
W1F,2000,Median,258167
W1G,2000,Median,282804
W1H,2000,Median,311801
W1J,2000,Median,492032
W1K,2000,Median,445745
W1S,2000,Median,535743
W1T,2000,Median,284995
W1U,2000,Median,310653
W1W,2000,Median,201504
W2,2000,Median,244397
W3,2000,Median,167256
W4,2000,Median,268320
W5,2000,Median,208328
W6,2000,Median,243882
W7,2000,Median,146331
W8,2000,Median,509928
W9,2000,Median,214970
WC1A,2000,Median,208459
WC1B,2000,Median,269951
WC1E,2000,Median,189169
WC1H,2000,Median,147605
WC1N,2000,Median,228632
WC1R,2000,Median,287960
WC1X,2000,Median,211087
WC2B,2000,Median,346615
WC2E,2000,Median,320809
WC2H,2000,Median,237848
WC2N,2000,Median,360744
WC2R,2000,Median,538118
BR1,2001,Median,149483
BR2,2001,Median,170444
BR3,2001,Median,170458
BR4,2001,Median,189720
BR5,2001,Median,131511
BR6,2001,Median,187209
BR7,2001,Median,210033
CR0,2001,Median,119080
CR2,2001,Median,147280
CR3,2001,Median,157457
CR4,2001,Median,115058
CR5,2001,Median,189734
CR7,2001,Median,110324
CR8,2001,Median,176464
DA1,2001,Median,93481
DA14,2001,Median,129646
DA15,2001,Median,138650
DA16,2001,Median,122993
DA17,2001,Median,89035
DA18,2001,Median,73768
DA5,2001,Median,162785
DA6,2001,Median,131735
DA7,2001,Median,129234
DA8,2001,Median,88373
E1,2001,Median,165803
E10,2001,Median,100864
E11,2001,Median,131477
E12,2001,Median,105774
E13,2001,Median,98572
E14,2001,Median,209512
E15,2001,Median,112012
E16,2001,Median,135302
E17,2001,Median,110521
E18,2001,Median,156792
E1W,2001,Median,229436
E2,2001,Median,148871
E3,2001,Median,147974
E4,2001,Median,136648
E5,2001,Median,138052
E6,2001,Median,102033
E7,2001,Median,104734
E8,2001,Median,159483
E9,2001,Median,134201
EC1A,2001,Median,244078
EC1M,2001,Median,325089
EC1N,2001,Median,252720
EC1R,2001,Median,297193
EC1V,2001,Median,248454
EC1Y,2001,Median,223314
EC2A,2001,Median,260437
EC2Y,2001,Median,239652
EC3N,2001,Median,424597
EC3R,2001,Median,104000
EC4A,2001,Median,317033
EC4M,2001,Median,194941
EC4V,2001,Median,252344
EC4Y,2001,Median,221479
EN1,2001,Median,129825
EN2,2001,Median,156280
EN3,2001,Median,112355
EN4,2001,Median,198696
EN5,2001,Median,172524
EN8,2001,Median,114869
HA0,2001,Median,132312
HA1,2001,Median,161881
HA2,2001,Median,150395
HA3,2001,Median,151897
HA4,2001,Median,170465
HA5,2001,Median,201060
HA6,2001,Median,230921
HA7,2001,Median,199982
HA8,2001,Median,161651
HA9,2001,Median,149965
IG1,2001,Median,114701
IG11,2001,Median,94703
IG2,2001,Median,132192
IG3,2001,Median,119462
IG4,2001,Median,163530
IG5,2001,Median,158405
IG6,2001,Median,140411
IG7,2001,Median,180332
IG8,2001,Median,188049
IG9,2001,Median,179066
KT1,2001,Median,183327
KT2,2001,Median,217201
KT3,2001,Median,187176
KT4,2001,Median,161110
KT5,2001,Median,171590
KT6,2001,Median,181046
KT8,2001,Median,185298
KT9,2001,Median,150684
N1,2001,Median,230216
N10,2001,Median,215938
N11,2001,Median,159529
N12,2001,Median,178894
N13,2001,Median,151343
N14,2001,Median,194900
N15,2001,Median,120010
N16,2001,Median,172375
N17,2001,Median,103179
N18,2001,Median,102696
N19,2001,Median,196759
N1C,2001,Median,N/A
N2,2001,Median,232107
N20,2001,Median,215814
N21,2001,Median,196427
N22,2001,Median,143377
N3,2001,Median,212745
N4,2001,Median,162210
N5,2001,Median,238867
N6,2001,Median,287103
N7,2001,Median,174912
N8,2001,Median,191887
N9,2001,Median,101711
NW1,2001,Median,293768
NW10,2001,Median,139932
NW11,2001,Median,274265
NW2,2001,Median,170079
NW3,2001,Median,347298
NW4,2001,Median,189894
NW5,2001,Median,228601
NW6,2001,Median,229303
NW7,2001,Median,188920
NW8,2001,Median,303257
NW9,2001,Median,137449
RM1,2001,Median,121628
RM10,2001,Median,81373
RM11,2001,Median,148759
RM12,2001,Median,125978
RM13,2001,Median,106507
RM14,2001,Median,168595
RM2,2001,Median,152084
RM3,2001,Median,103559
RM4,2001,Median,194659
RM5,2001,Median,110799
RM6,2001,Median,105583
RM7,2001,Median,104502
RM8,2001,Median,87036
RM9,2001,Median,83770
SE1,2001,Median,241206
SE10,2001,Median,202698
SE11,2001,Median,209185
SE12,2001,Median,123223
SE13,2001,Median,127619
SE14,2001,Median,111601
SE15,2001,Median,139821
SE16,2001,Median,173840
SE17,2001,Median,147687
SE18,2001,Median,102566
SE19,2001,Median,113156
SE2,2001,Median,95207
SE20,2001,Median,99699
SE21,2001,Median,206200
SE22,2001,Median,174256
SE23,2001,Median,127591
SE24,2001,Median,209514
SE25,2001,Median,100462
SE26,2001,Median,120719
SE27,2001,Median,137263
SE28,2001,Median,110029
SE3,2001,Median,181883
SE4,2001,Median,129928
SE5,2001,Median,155931
SE6,2001,Median,117800
SE7,2001,Median,128587
SE8,2001,Median,142588
SE9,2001,Median,124252
SM1,2001,Median,127065
SM2,2001,Median,146388
SM3,2001,Median,151445
SM4,2001,Median,137084
SM5,2001,Median,138863
SM6,2001,Median,134685
SM7,2001,Median,213780
SW10,2001,Median,399256
SW11,2001,Median,250733
SW12,2001,Median,230015
SW13,2001,Median,377343
SW14,2001,Median,311244
SW15,2001,Median,225018
SW16,2001,Median,139495
SW17,2001,Median,176940
SW18,2001,Median,222086
SW19,2001,Median,212278
SW1A,2001,Median,482163
SW1E,2001,Median,215527
SW1H,2001,Median,318700
SW1P,2001,Median,285977
SW1V,2001,Median,274126
SW1W,2001,Median,629787
SW1X,2001,Median,619797
SW1Y,2001,Median,338320
SW2,2001,Median,160463
SW20,2001,Median,199806
SW3,2001,Median,410506
SW4,2001,Median,236126
SW5,2001,Median,337656
SW6,2001,Median,305028
SW7,2001,Median,487796
SW8,2001,Median,221874
SW9,2001,Median,170622
TN14,2001,Median,202647
TN16,2001,Median,164475
TW1,2001,Median,234521
TW10,2001,Median,287364
TW11,2001,Median,239018
TW12,2001,Median,192460
TW13,2001,Median,116327
TW14,2001,Median,113949
TW2,2001,Median,198134
TW3,2001,Median,141680
TW4,2001,Median,127232
TW5,2001,Median,150942
TW7,2001,Median,169723
TW8,2001,Median,185362
TW9,2001,Median,293930
UB1,2001,Median,119868
UB10,2001,Median,171636
UB2,2001,Median,121043
UB3,2001,Median,116519
UB4,2001,Median,118789
UB5,2001,Median,112911
UB6,2001,Median,141756
UB7,2001,Median,112642
UB8,2001,Median,130803
UB9,2001,Median,168434
W10,2001,Median,211529
W11,2001,Median,397084
W12,2001,Median,212740
W13,2001,Median,212757
W14,2001,Median,257017
W1B,2001,Median,335646
W1D,2001,Median,323083
W1F,2001,Median,327506
W1G,2001,Median,356030
W1H,2001,Median,321622
W1J,2001,Median,532868
W1K,2001,Median,480533
W1S,2001,Median,948105
W1T,2001,Median,303953
W1U,2001,Median,339951
W1W,2001,Median,229449
W2,2001,Median,277007
W3,2001,Median,184825
W4,2001,Median,292731
W5,2001,Median,230068
W6,2001,Median,250189
W7,2001,Median,165870
W8,2001,Median,527990
W9,2001,Median,247776
WC1A,2001,Median,225514
WC1B,2001,Median,426901
WC1E,2001,Median,246714
WC1H,2001,Median,143793
WC1N,2001,Median,249417
WC1R,2001,Median,375371
WC1X,2001,Median,236395
WC2B,2001,Median,389154
WC2E,2001,Median,455625
WC2H,2001,Median,318568
WC2N,2001,Median,366172
WC2R,2001,Median,330162
BR1,2002,Median,170539
BR2,2002,Median,191076
BR3,2002,Median,195508
BR4,2002,Median,221325
BR5,2002,Median,153791
BR6,2002,Median,213536
BR7,2002,Median,234563
CR0,2002,Median,147191
CR2,2002,Median,177875
CR3,2002,Median,183245
CR4,2002,Median,135366
CR5,2002,Median,214463
CR7,2002,Median,137579
CR8,2002,Median,204532
DA1,2002,Median,118842
DA14,2002,Median,142365
DA15,2002,Median,160032
DA16,2002,Median,146514
DA17,2002,Median,113426
DA18,2002,Median,92583
DA5,2002,Median,189814
DA6,2002,Median,163833
DA7,2002,Median,159008
DA8,2002,Median,111475
E1,2002,Median,189758
E10,2002,Median,129365
E11,2002,Median,162297
E12,2002,Median,133617
E13,2002,Median,122395
E14,2002,Median,222936
E15,2002,Median,146255
E16,2002,Median,162368
E17,2002,Median,141068
E18,2002,Median,187748
E1W,2002,Median,255706
E2,2002,Median,173856
E3,2002,Median,166481
E4,2002,Median,166807
E5,2002,Median,154006
E6,2002,Median,130490
E7,2002,Median,130922
E8,2002,Median,188306
E9,2002,Median,154248
EC1A,2002,Median,216452
EC1M,2002,Median,390025
EC1N,2002,Median,285113
EC1R,2002,Median,300946
EC1V,2002,Median,278227
EC1Y,2002,Median,267048
EC2A,2002,Median,350046
EC2Y,2002,Median,276306
EC3N,2002,Median,320465
EC3R,2002,Median,261213
EC4A,2002,Median,212015
